# source, target, certainty, references, evidence
345,42,2,"array([18, 62], dtype=int16)","array([1, 8], dtype=int16)"
345,43,2,"array([18, 62], dtype=int16)","array([1, 8], dtype=int16)"
345,44,2,"array([18, 62], dtype=int16)","array([1, 8], dtype=int16)"
345,46,2,"array([14, 18, 62], dtype=int16)","array([1, 8], dtype=int16)"
345,55,2,"array([ 62, 191], dtype=int16)","array([1, 8], dtype=int16)"
346,164,2,"array([18, 62], dtype=int16)","array([1, 8], dtype=int16)"
347,161,2,"array([18, 62], dtype=int16)","array([1, 8], dtype=int16)"
348,226,3,"array([11, 63], dtype=int16)","array([1, 3], dtype=int16)"
348,227,3,"array([28, 63], dtype=int16)","array([1, 3], dtype=int16)"
349,0,2,"array([ 1, 14, 63], dtype=int16)","array([1, 9], dtype=int16)"
349,9,3,"array([ 1,  5,  6,  7, 63], dtype=int16)","array([1, 3, 7], dtype=int16)"
349,10,2,"array([ 3,  4, 63], dtype=int16)","array([1, 9], dtype=int16)"
349,12,3,"array([ 1,  7, 63], dtype=int16)","array([1, 3, 7], dtype=int16)"
349,13,2,"array([ 3,  4, 63], dtype=int16)","array([1, 9], dtype=int16)"
349,221,2,"array([18, 63], dtype=int16)","array([1, 4], dtype=int16)"
349,222,2,"array([18, 63], dtype=int16)","array([1, 4], dtype=int16)"
349,223,2,"array([18, 19, 63], dtype=int16)","array([1, 4], dtype=int16)"
349,224,3,"array([19, 63], dtype=int16)","array([1, 4, 5], dtype=int16)"
349,225,3,"array([19, 63], dtype=int16)","array([1, 4, 5], dtype=int16)"
349,226,3,"array([11, 63], dtype=int16)","array([1, 3], dtype=int16)"
349,227,3,"array([28, 63], dtype=int16)","array([1, 3], dtype=int16)"
349,228,3,"array([19, 63], dtype=int16)","array([1, 4, 8], dtype=int16)"
349,230,1,"array([11, 63], dtype=int16)","array([1], dtype=int16)"
350,73,1,"array([12, 18, 65], dtype=int16)","array([1], dtype=int16)"
350,85,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
350,87,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
351,85,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
351,88,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
351,136,1,"array([12, 14, 18, 65], dtype=int16)","array([1], dtype=int16)"
352,72,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
352,81,1,"array([ 31,  65,  69, 191], dtype=int16)","array([1], dtype=int16)"
352,82,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
352,83,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
353,87,1,"array([ 65,  70, 199], dtype=int16)","array([1], dtype=int16)"
353,88,1,"array([ 31,  39,  67,  71, 198], dtype=int16)","array([1], dtype=int16)"
353,389,1,"array([31, 65, 69], dtype=int16)","array([1], dtype=int16)"
354,277,1,"array([39, 40, 65], dtype=int16)","array([1], dtype=int16)"
354,337,2,"array([62, 65], dtype=int16)","array([1, 8], dtype=int16)"
354,342,2,"array([62, 65], dtype=int16)","array([1, 8], dtype=int16)"
355,278,1,"array([39, 65], dtype=int16)","array([1], dtype=int16)"
355,453,3,"array([19, 65], dtype=int16)","array([1, 4, 5], dtype=int16)"
356,261,1,"array([62, 65], dtype=int16)","array([1], dtype=int16)"
356,331,2,"array([62, 65], dtype=int16)","array([1, 8], dtype=int16)"
356,345,2,"array([31, 39, 65, 71], dtype=int16)","array([1, 8], dtype=int16)"
356,398,1,"array([39, 40, 65], dtype=int16)","array([1], dtype=int16)"
356,479,3,"array([19, 39, 40], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
357,341,2,"array([62, 65], dtype=int16)","array([1, 8], dtype=int16)"
358,86,2,"array([ 65, 200], dtype=int16)","array([1, 5], dtype=int16)"
358,263,2,"array([ 63,  65, 200], dtype=int16)","array([1, 2], dtype=int16)"
359,280,1,"array([31, 39, 41, 65], dtype=int16)","array([1], dtype=int16)"
360,299,1,"array([31, 39, 40, 59, 65], dtype=int16)","array([1], dtype=int16)"
360,428,1,"array([39, 65], dtype=int16)","array([1], dtype=int16)"
361,80,1,"array([ 61,  65, 200], dtype=int16)","array([1], dtype=int16)"
361,105,1,"array([ 39,  40,  60,  65, 200], dtype=int16)","array([1], dtype=int16)"
361,128,1,"array([ 63,  65, 200], dtype=int16)","array([1], dtype=int16)"
361,192,1,"array([ 31,  39,  41,  65, 200], dtype=int16)","array([1], dtype=int16)"
362,123,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
362,178,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
362,199,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
362,272,3,"array([19, 64], dtype=int16)","array([1, 4, 5], dtype=int16)"
363,123,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
363,178,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
363,199,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
364,98,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
364,192,1,"array([12, 65], dtype=int16)","array([1], dtype=int16)"
365,71,1,"array([14, 18, 65], dtype=int16)","array([1], dtype=int16)"
365,82,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
365,87,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
365,182,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
366,119,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
366,154,1,"array([14, 18, 65], dtype=int16)","array([1], dtype=int16)"
367,166,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
367,167,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
367,203,1,"array([12, 18, 65], dtype=int16)","array([1], dtype=int16)"
368,124,1,"array([ 18,  65, 201], dtype=int16)","array([1], dtype=int16)"
368,125,3,"array([ 65,  72, 201], dtype=int16)","array([1, 4, 5], dtype=int16)"
368,139,1,"array([ 63,  65, 201], dtype=int16)","array([1], dtype=int16)"
369,262,1,"array([39, 40, 65], dtype=int16)","array([1], dtype=int16)"
369,264,3,"array([38, 39, 40, 65], dtype=int16)","array([1, 3], dtype=int16)"
369,299,1,"array([39, 40, 60, 65], dtype=int16)","array([1], dtype=int16)"
369,305,1,"array([60, 65], dtype=int16)","array([1], dtype=int16)"
369,344,2,"array([62, 65], dtype=int16)","array([1, 8], dtype=int16)"
370,170,1,"array([19, 65], dtype=int16)","array([1], dtype=int16)"
370,200,1,"array([14, 65], dtype=int16)","array([1], dtype=int16)"
370,228,3,"array([19, 65], dtype=int16)","array([1, 4, 8], dtype=int16)"
370,297,1,"array([31, 65], dtype=int16)","array([1], dtype=int16)"
371,284,1,"array([40, 41, 54, 65], dtype=int16)","array([1], dtype=int16)"
372,128,1,"array([12, 18, 65], dtype=int16)","array([1], dtype=int16)"
372,140,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
372,160,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
372,527,3,"array([19, 65], dtype=int16)","array([1, 4, 5], dtype=int16)"
373,91,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
373,107,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
373,168,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
374,74,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
375,107,1,"array([18, 31, 66], dtype=int16)","array([1], dtype=int16)"
375,108,1,"array([18, 31, 66], dtype=int16)","array([1], dtype=int16)"
375,109,1,"array([18, 31, 66], dtype=int16)","array([1], dtype=int16)"
375,223,1,"array([18, 31, 66], dtype=int16)","array([1], dtype=int16)"
376,157,1,"array([12, 25, 31, 67], dtype=int16)","array([1], dtype=int16)"
376,158,1,"array([31, 25, 67], dtype=int16)","array([1], dtype=int16)"
376,159,1,"array([18, 31, 67], dtype=int16)","array([1], dtype=int16)"
376,226,3,"array([31, 24, 67], dtype=int16)","array([1, 3], dtype=int16)"
377,191,1,"array([18, 31, 43], dtype=int16)","array([1], dtype=int16)"
377,199,1,"array([18, 31, 43], dtype=int16)","array([1], dtype=int16)"
377,205,1,"array([18, 31, 43], dtype=int16)","array([1], dtype=int16)"
377,221,2,"array([18, 31, 43], dtype=int16)","array([1, 4], dtype=int16)"
378,70,2,"array([18, 67], dtype=int16)","array([1, 8], dtype=int16)"
378,71,2,"array([14, 18, 67], dtype=int16)","array([1, 8], dtype=int16)"
378,73,2,"array([12, 18, 67], dtype=int16)","array([1, 8], dtype=int16)"
378,86,2,"array([12, 18, 67], dtype=int16)","array([1, 8], dtype=int16)"
378,642,3,"array([ 67, 141, 142], dtype=int16)","array([1, 2, 8], dtype=int16)"
378,643,3,"array([ 18, 125, 142], dtype=int16)","array([1, 2, 8], dtype=int16)"
378,648,3,"array([ 18, 141, 144], dtype=int16)","array([1, 2, 8], dtype=int16)"
378,677,3,"array([ 18, 168], dtype=int16)","array([1, 2, 8], dtype=int16)"
379,72,1,"array([18, 40, 67], dtype=int16)","array([1], dtype=int16)"
379,83,1,"array([18, 39, 67], dtype=int16)","array([1], dtype=int16)"
380,82,2,"array([18, 22, 40, 67], dtype=int16)","array([1, 8], dtype=int16)"
380,85,2,"array([18, 65], dtype=int16)","array([1, 8], dtype=int16)"
380,628,3,"array([ 65, 122, 129], dtype=int16)","array([1, 2, 8], dtype=int16)"
380,677,3,"array([65, 67], dtype=int16)","array([1, 2, 8], dtype=int16)"
381,71,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
381,89,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
382,72,2,"array([18, 65], dtype=int16)","array([1, 8], dtype=int16)"
382,199,2,"array([18, 65], dtype=int16)","array([1, 8], dtype=int16)"
382,628,3,"array([ 65, 122, 129], dtype=int16)","array([1, 2, 8], dtype=int16)"
382,643,3,"array([ 65, 125, 142], dtype=int16)","array([1, 2, 8], dtype=int16)"
383,71,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
383,85,1,"array([18, 65], dtype=int16)","array([1], dtype=int16)"
384,76,1,"array([18, 40, 60], dtype=int16)","array([1], dtype=int16)"
384,86,1,"array([12, 18, 40, 60], dtype=int16)","array([1], dtype=int16)"
385,124,1,"array([18, 31], dtype=int16)","array([1], dtype=int16)"
385,125,1,"array([18, 31], dtype=int16)","array([1], dtype=int16)"
385,139,1,"array([18, 31], dtype=int16)","array([1], dtype=int16)"
385,140,1,"array([18, 31], dtype=int16)","array([1], dtype=int16)"
386,110,1,"array([14, 18], dtype=int16)","array([1], dtype=int16)"
386,114,1,"array([18, 22], dtype=int16)","array([1], dtype=int16)"
386,130,1,"array([18, 31], dtype=int16)","array([1], dtype=int16)"
386,139,1,"array([18, 31], dtype=int16)","array([1], dtype=int16)"
387,141,1,"array([14, 31], dtype=int16)","array([1], dtype=int16)"
387,156,1,"array([14, 31], dtype=int16)","array([1], dtype=int16)"
387,193,1,"array([14, 31], dtype=int16)","array([1], dtype=int16)"
387,200,1,"array([14, 31], dtype=int16)","array([1], dtype=int16)"
388,267,2,"array([19, 69], dtype=int16)","array([1, 4], dtype=int16)"
388,287,1,"array([39, 41, 69], dtype=int16)","array([1], dtype=int16)"
388,388,1,"array([ 69, 153], dtype=int16)","array([1], dtype=int16)"
388,436,1,"array([39, 69], dtype=int16)","array([1], dtype=int16)"
388,502,3,"array([ 6, 19, 69, 77], dtype=int16)","array([1, 4, 5], dtype=int16)"
389,201,1,"array([ 12,  14,  19,  69, 200], dtype=int16)","array([1], dtype=int16)"
389,206,1,"array([ 39,  41,  69, 200], dtype=int16)","array([1], dtype=int16)"
389,212,1,"array([ 19,  69, 200], dtype=int16)","array([1, 4], dtype=int16)"
389,343,2,"array([31, 62, 69], dtype=int16)","array([1, 8], dtype=int16)"
390,221,2,"array([18, 70], dtype=int16)","array([1, 4], dtype=int16)"
390,222,2,"array([18, 69, 70], dtype=int16)","array([1, 4], dtype=int16)"
390,223,2,"array([18, 19, 70], dtype=int16)","array([1, 4], dtype=int16)"
390,224,3,"array([19, 70], dtype=int16)","array([1, 4, 5], dtype=int16)"
390,225,3,"array([19, 70], dtype=int16)","array([1, 4, 5], dtype=int16)"
390,226,3,"array([11, 70], dtype=int16)","array([1, 3], dtype=int16)"
390,227,3,"array([31, 28, 70], dtype=int16)","array([1, 3], dtype=int16)"
390,278,1,"array([39, 70], dtype=int16)","array([1], dtype=int16)"
390,282,1,"array([39, 70], dtype=int16)","array([1], dtype=int16)"
390,433,2,"array([31, 43, 70], dtype=int16)","array([1, 4], dtype=int16)"
391,0,2,"array([ 1,  3, 39, 40], dtype=int16)","array([1, 9], dtype=int16)"
391,9,3,"array([ 1,  5,  6,  7, 39, 40], dtype=int16)","array([1, 3, 7], dtype=int16)"
391,10,2,"array([ 3,  4, 39, 40], dtype=int16)","array([1, 9], dtype=int16)"
391,12,3,"array([ 1,  7, 39, 40], dtype=int16)","array([1, 3, 7], dtype=int16)"
391,13,2,"array([ 3,  4, 39, 40], dtype=int16)","array([1, 9], dtype=int16)"
391,47,1,"array([14, 18, 39, 40, 69], dtype=int16)","array([1], dtype=int16)"
391,48,1,"array([14, 18, 39, 40], dtype=int16)","array([1], dtype=int16)"
391,49,1,"array([14, 39, 40], dtype=int16)","array([1], dtype=int16)"
391,50,1,"array([14, 18, 39, 40], dtype=int16)","array([1], dtype=int16)"
391,51,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
391,52,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
391,53,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
391,71,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
391,72,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
391,73,1,"array([14, 18, 39, 40], dtype=int16)","array([1], dtype=int16)"
391,80,2,"array([19, 39, 40], dtype=int16)","array([1, 4], dtype=int16)"
391,81,1,"array([ 39,  40, 191], dtype=int16)","array([1], dtype=int16)"
391,85,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
391,86,1,"array([12, 18, 39, 40], dtype=int16)","array([1], dtype=int16)"
391,87,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
391,88,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
391,100,1,"array([ 39,  40, 191], dtype=int16)","array([1], dtype=int16)"
391,108,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
391,109,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
391,110,1,"array([14, 39, 40], dtype=int16)","array([1], dtype=int16)"
391,126,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
391,128,1,"array([12, 18, 39, 40], dtype=int16)","array([1], dtype=int16)"
391,136,1,"array([12, 14, 18, 39, 40], dtype=int16)","array([1], dtype=int16)"
391,189,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
391,198,1,"array([ 39,  40, 191], dtype=int16)","array([1], dtype=int16)"
391,201,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
391,202,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
391,203,1,"array([12, 18, 39, 40], dtype=int16)","array([1], dtype=int16)"
391,218,1,"array([14, 39, 40], dtype=int16)","array([1], dtype=int16)"
392,0,2,"array([ 1,  2, 39, 40], dtype=int16)","array([1, 9], dtype=int16)"
392,74,1,"array([18, 31, 39, 40], dtype=int16)","array([1], dtype=int16)"
392,75,1,"array([18, 31, 39, 40], dtype=int16)","array([1], dtype=int16)"
392,76,1,"array([18,  1, 39, 40], dtype=int16)","array([1], dtype=int16)"
392,77,1,"array([18, 31, 39, 40], dtype=int16)","array([1], dtype=int16)"
392,78,1,"array([18, 31, 39, 40], dtype=int16)","array([1], dtype=int16)"
392,79,1,"array([18, 31, 39, 40], dtype=int16)","array([1], dtype=int16)"
392,80,2,"array([19, 31, 39, 40], dtype=int16)","array([1, 4], dtype=int16)"
392,81,1,"array([ 31,  39,  40, 191], dtype=int16)","array([1], dtype=int16)"
392,85,1,"array([18, 31, 39, 40], dtype=int16)","array([1], dtype=int16)"
392,86,1,"array([12, 18, 31, 39, 40], dtype=int16)","array([1], dtype=int16)"
392,108,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
392,147,1,"array([14, 18, 22, 39, 40], dtype=int16)","array([1], dtype=int16)"
392,178,1,"array([18, 39, 40], dtype=int16)","array([1], dtype=int16)"
392,201,1,"array([31, 39, 40], dtype=int16)","array([1], dtype=int16)"
393,68,2,"array([ 3, 11, 18, 31, 39, 40], dtype=int16)","array([1, 9], dtype=int16)"
393,90,1,"array([18, 31, 41, 39], dtype=int16)","array([1], dtype=int16)"
393,91,1,"array([18, 39, 40, 41], dtype=int16)","array([1], dtype=int16)"
393,92,3,"array([20, 31, 39, 40, 41], dtype=int16)","array([1, 3], dtype=int16)"
393,93,2,"array([22, 31, 39, 41], dtype=int16)","array([1, 4], dtype=int16)"
393,94,1,"array([18, 31, 39, 41], dtype=int16)","array([1], dtype=int16)"
393,95,1,"array([18, 31, 39, 41], dtype=int16)","array([1], dtype=int16)"
393,96,1,"array([19, 31, 39, 41], dtype=int16)","array([1], dtype=int16)"
393,121,1,"array([18, 24, 31, 38, 41], dtype=int16)","array([1], dtype=int16)"
393,128,1,"array([11, 18, 31, 39, 41], dtype=int16)","array([1], dtype=int16)"
393,178,1,"array([18, 31, 39, 41], dtype=int16)","array([1], dtype=int16)"
393,198,1,"array([ 31,  39,  41, 191], dtype=int16)","array([1], dtype=int16)"
394,0,2,"array([ 1,  2, 31, 39, 43], dtype=int16)","array([1, 9], dtype=int16)"
394,3,3,"array([ 1, 31, 39, 40, 41, 43], dtype=int16)","array([1, 3, 7, 9], dtype=int16)"
394,6,2,"array([ 2,  3,  4, 31, 39, 41, 43], dtype=int16)","array([1, 9], dtype=int16)"
394,7,2,"array([ 3,  4, 31, 39, 41, 43], dtype=int16)","array([1, 9], dtype=int16)"
394,16,2,"array([ 3,  4, 31, 39, 41, 43], dtype=int16)","array([1, 9], dtype=int16)"
394,18,2,"array([ 2,  3,  4, 39, 41, 43], dtype=int16)","array([1, 9], dtype=int16)"
394,20,2,"array([ 3,  4, 31, 39, 41, 43], dtype=int16)","array([1, 9], dtype=int16)"
394,76,1,"array([18, 31, 39, 40, 41], dtype=int16)","array([1], dtype=int16)"
394,226,3,"array([11, 31, 39, 41, 43], dtype=int16)","array([1, 3], dtype=int16)"
394,227,3,"array([18, 31, 39, 40, 41], dtype=int16)","array([1, 3], dtype=int16)"
394,229,3,"array([11, 31, 39, 41, 43], dtype=int16)","array([1, 3], dtype=int16)"
395,0,2,"array([ 1,  2, 31, 41], dtype=int16)","array([1, 9], dtype=int16)"
395,1,2,"array([ 1,  2, 31], dtype=int16)","array([1, 9], dtype=int16)"
395,2,3,"array([ 1,  2, 31], dtype=int16)","array([1, 7, 9], dtype=int16)"
395,3,3,"array([ 1, 31], dtype=int16)","array([1, 3, 7, 9], dtype=int16)"
395,16,2,"array([ 3,  4, 31], dtype=int16)","array([1, 9], dtype=int16)"
395,91,1,"array([18, 41], dtype=int16)","array([1], dtype=int16)"
395,133,1,"array([18, 41], dtype=int16)","array([1], dtype=int16)"
395,221,2,"array([18, 41], dtype=int16)","array([1, 4], dtype=int16)"
395,222,2,"array([18, 41], dtype=int16)","array([1, 4], dtype=int16)"
395,223,2,"array([18, 19, 41], dtype=int16)","array([1, 4], dtype=int16)"
395,224,3,"array([19, 31], dtype=int16)","array([1, 4, 5], dtype=int16)"
395,225,3,"array([19, 31], dtype=int16)","array([1, 4, 5], dtype=int16)"
395,226,3,"array([12, 31], dtype=int16)","array([1, 3], dtype=int16)"
395,227,3,"array([28, 31], dtype=int16)","array([1, 3], dtype=int16)"
395,228,3,"array([19, 31], dtype=int16)","array([1, 4, 8], dtype=int16)"
395,229,3,"array([12, 31], dtype=int16)","array([1, 3], dtype=int16)"
396,0,2,"array([ 1,  2, 18, 31], dtype=int16)","array([1, 9], dtype=int16)"
396,1,2,"array([ 1,  2, 31], dtype=int16)","array([1, 9], dtype=int16)"
396,2,3,"array([ 1,  2, 31], dtype=int16)","array([1, 7, 9], dtype=int16)"
396,3,3,"array([ 1, 31], dtype=int16)","array([1, 7, 9], dtype=int16)"
396,6,2,"array([ 2,  3,  4, 31], dtype=int16)","array([1, 9], dtype=int16)"
396,16,2,"array([ 3,  4, 31], dtype=int16)","array([1, 9], dtype=int16)"
396,18,2,"array([ 2,  3,  4, 31], dtype=int16)","array([1, 9], dtype=int16)"
396,20,2,"array([ 3,  4, 31], dtype=int16)","array([1, 9], dtype=int16)"
396,68,2,"array([ 2, 12, 18], dtype=int16)","array([1, 9], dtype=int16)"
396,90,1,"array([18, 31], dtype=int16)","array([1], dtype=int16)"
396,91,1,"array([18, 31], dtype=int16)","array([1], dtype=int16)"
396,92,3,"array([20, 31], dtype=int16)","array([1, 3], dtype=int16)"
396,221,2,"array([18, 31], dtype=int16)","array([1, 4], dtype=int16)"
396,222,2,"array([18, 31], dtype=int16)","array([1, 4], dtype=int16)"
396,223,2,"array([18, 19, 31], dtype=int16)","array([1, 4], dtype=int16)"
396,224,3,"array([19, 31], dtype=int16)","array([1, 4, 5], dtype=int16)"
396,225,3,"array([19, 31], dtype=int16)","array([1, 4, 5], dtype=int16)"
396,226,3,"array([12, 31], dtype=int16)","array([1, 3], dtype=int16)"
396,227,3,"array([28, 31], dtype=int16)","array([1, 3], dtype=int16)"
396,228,3,"array([19, 31], dtype=int16)","array([1, 4, 8], dtype=int16)"
