# index, organization, location, vid, name, gender, _pos
1591,0,,1643,Georg Kervel,1,"array([36.43928589, 25.45422208])"
1592,0,,1649,George Emil Aubert,1,"array([37.3990839 , 25.84584699])"
1593,0,,3638,Marichen Winsnes Lenæs,1,"array([36.03649141, 24.53439716])"
1594,0,,4748,Signe Holta Ringertz,2,"array([36.40545257, 23.59455696])"
1595,0,,5303,Tom Coward,1,"array([38.32897112, 25.4504929 ])"
1596,988781924,5014 BERGEN,316,SOLMUNDE &amp; PARTNERS ASA,0,"array([ 10.32245954, -17.25989686])"
1597,0,,1685,Gotfred Ingebrigtsen Andenes,1,"array([ 10.9310596 , -18.33934287])"
1598,0,,1897,Hans Erik Solmunde,1,"array([ 11.70524153, -17.60190571])"
1599,945883294,4280 SKUDENESHAVN,317,SOLSTAD OFFSHORE ASA,0,"array([-35.25503614, -10.79442539])"
1600,0,,142,Anette Solstad,2,"array([-36.52442944, -11.34991094])"
1601,0,,341,Arne Austreid,1,"array([-35.46048894,  -9.69047954])"
1602,0,,1978,Harald Magne Eikesdal,1,"array([-35.65721264, -12.07332889])"
1603,0,,2616,Johannes Solstad,1,"array([-34.55427177, -11.69649912])"
1604,0,,4330,Per Gunnar Solstad,1,"array([-36.48379848, -10.27315078])"
1605,929897404,4005 STAVANGER,318,SOLVANG ASA,0,"array([-32.87896183,  19.90176474])"
1606,0,,2229,Inge Steensland,1,"array([-33.86995702,  20.48193618])"
1607,0,,2290,Ingvil Marie Smines,2,"array([-32.44071286,  18.82211785])"
1608,0,,2648,John Hatleskog,1,"array([-33.78577245,  19.12145842])"
1609,0,,4173,Øystein Eskeland,1,"array([-31.69795342,  20.01035055])"
1610,0,,5713,Wenche Kristine Rettedal,2,"array([-32.60672868,  21.03846747])"
1611,989961225,0161 OSLO,319,SONGA FLOATING PRODUCTION ASA,0,"array([3.81073316, 7.98862575])"
1612,0,,908,Carl Lieungh,1,"array([4.26512886, 6.84546803])"
1613,0,,3464,Lisbeth Schou Tolpinrud,2,"array([3.24470566, 6.98827247])"
1614,0,,4276,Per-Christian Endsjø,1,"array([4.81015868, 7.89472912])"
1615,936520537,0157 OSLO,320,SPAR KAPITAL ASA,0,"array([28.82750705, -6.37212386])"
1616,0,,1293,Else Kirsti Vika Furu,2,"array([28.85847076, -7.48114331])"
1617,0,,2215,Inge Furu,1,"array([27.72557803, -6.46490511])"
1618,0,,4271,Peder Ruud,1,"array([29.94730091, -6.31738389])"
1619,0,,5524,Torunn Nerby,2,"array([28.76627407, -5.25502709])"
1620,982699355,9008 TROMS&Oslash;,321,SPAREBANK 1 NORD-NORGE SECURITIES ASA,0,"array([-25.12451922,  42.42291413])"
1621,0,,1606,Geir Inge Stenseth,1,"array([-23.98785559,  42.01880949])"
1622,0,,1861,Hanne Karoline Kræmer,2,"array([-24.39039912,  43.33328488])"
1623,0,,2893,Karianne Guttormsen Olsen,2,"array([-25.79927666,  43.43004761])"
1624,0,,4619,Rolf Eigil Bygdnes,1,"array([-26.24383459,  42.11944294])"
1625,0,,5519,Torsteinn Erlingsson,1,"array([-25.15486035,  41.23188672])"
1626,992470763,0278 OSLO,322,SPECTRUM ASA,0,"array([ 3.92107464, -0.23243984])"
1627,0,,1681,Glen Ole Rødland,1,"array([ 5.03802192, -0.75998731])"
1628,0,,2691,Jon Christian Syvertsen,1,"array([ 4.0483281 , -1.36275564])"
1629,984155697,9900 KIRKENES,323,SPON FISH ASA,0,"array([  5.73831421, -23.69341035])"
1630,0,,25,Aino Kristin Lindal Olaisen,2,"array([  5.2347425 , -25.01630186])"
1631,0,,83,Anders Eckhoff,1,"array([  6.94766142, -24.86080908])"
1632,0,,420,Arnulv Haukeland,1,"array([  6.88089505, -23.97181192])"
1633,0,,683,Birgitte Sørheim,2,"array([  6.14763415, -25.23808598])"
1634,0,,770,Bjørn Johan Farestveit,1,"array([  4.63710611, -24.0766642 ])"
1635,983054560,4001 STAVANGER,325,SR-FORVALTNING ASA,0,"array([20.64085092, 30.90350126])"
1636,0,,185,Anne-Christene Joys,2,"array([19.50019682, 31.15764386])"
1637,0,,508,Astrid Rebekka Norheim,2,"array([20.0601825 , 29.88907124])"
1638,0,,2081,Helge Halvard Helgø,1,"array([21.43075223, 30.03164634])"
1639,0,,4623,Rolf Fritjov Aarsheim,1,"array([21.71655865, 31.37718359])"
1640,0,,5085,Sveinung Hestnes,1,"array([20.50940744, 32.07613922])"
1641,891785682,4313 SANDNES,326,SSB ENERGIVEKST ASA,0,"array([-25.70617557, -29.98573244])"
1642,0,,187,Anne-Gro Vonlanthen,2,"array([-25.83784271, -31.28395712])"
1643,0,,3388,Leif Inge Håland,1,"array([-24.68559764, -29.84755726])"
1644,0,,3991,Odd Sverre Arnøy,1,"array([-26.46197316, -30.40520246])"
1645,991785698,4313 SANDNES,327,SSB GLOBAL EIENDOM I ASA,0,"array([-25.1873472 , -30.76054372])"
1646,990819335,4313 SANDNES,328,SSB SECURITIES ASA,0,"array([ 12.26735594, -36.13645385])"
1647,0,,2889,Kari Solheim Larsen,2,"array([ 12.68966046, -35.12037013])"
1648,0,,5684,Vidar Torsøe,1,"array([ 13.21204925, -36.73292172])"
1649,988387665,0278 OSLO,329,STANDARD DRILLING ASA,0,"array([-4.75958339,  1.77553354])"
1650,0,,4411,Peter Constantine Georgiopoulos,1,"array([-5.77756851,  1.44257758])"
1651,0,,5351,Tone Merete Østensen,2,"array([-4.62170438,  0.5853005 ])"
1652,981363876,4035 STAVANGER,330,STATOIL KAPITALFORVALTNING ASA,0,"array([11.1826514 , 51.49909624])"
1653,0,,445,Arvid Axberg,1,"array([10.03775082, 51.02544005])"
1654,0,,923,Catherine Monique Nicole Marchand Støle,2,"array([11.0323067 , 50.24806343])"
1655,0,,1155,Egil Steinberg,1,"array([12.14642863, 50.72605249])"
1656,0,,1448,Eva Nygård,2,"array([10.19071133, 52.27323109])"
1657,0,,1463,Eyvind Aven,1,"array([12.31179065, 51.96854395])"
1658,0,,4971,Stig Harry Christiansen,1,"array([11.32948358, 52.74400868])"
1659,923609016,4035 STAVANGER,331,STATOILHYDRO ASA,0,"array([19.43122399, 10.58289323])"
1660,0,,1256,Elisabeth Grieg,2,"array([18.78029474, 11.23011619])"
1661,0,,1687,Grace Montgomery Reksten Skaugen,2,"array([19.90931301, 11.58183759])"
1662,0,,3030,Kjell Bjørndalen,1,"array([19.9206879 ,  9.74406471])"
1663,0,,3251,Kurt Anker Nielsen,1,"array([21.21753787, 11.02276682])"
1664,0,,4668,Roy Alexander Franklin,1,"array([20.77396672, 11.76702215])"
1665,0,,5065,Svein Rennemo,1,"array([20.63958618, 10.39760096])"
1666,837457122,0274 OSLO,332,STEPSTONE ASA,0,"array([-4.17026967, 43.05538646])"
1667,0,,808,Bjørn Stray,1,"array([-3.85095007, 44.29201882])"
1668,0,,1042,Colin John Tenwick,1,"array([-5.44670166, 43.08467707])"
1669,0,,1698,Grete Tveit,2,"array([-3.90261689, 41.79596883])"
1670,0,,2400,Jan Gustaf Stenberg,1,"array([-3.01522812, 43.5916161 ])"
1671,0,,3363,Lawrence W Lepard,1,"array([-4.98953906, 42.06163674])"
1672,0,,3601,Maria Victoria Hernandez Valcarcel,2,"array([-3.03621187, 42.46202006])"
1673,0,,4247,Patricia Chapman-Pincher,2,"array([-4.94056485, 44.06348474])"
1674,916300484,0114 OSLO,333,STOREBRAND ASA,0,"array([-6.39084708, 19.17127867])"
1675,0,,555,Barbara Rose Milian Thoralfsson,2,"array([-6.39388984, 17.49043538])"
1676,0,,681,Birgitte Nielsen,2,"array([-5.79129069, 19.9284421 ])"
1677,0,,875,Camilla Marianne Grieg,2,"array([-7.35839627, 18.70259325])"
1678,0,,3410,Leiv Lea Nergaard,1,"array([-4.98226694, 16.84863653])"
1679,0,,4765,Sigurdur Einarsson,1,"array([-7.17502358, 19.87105212])"
1680,953299216,0252 OSLO,334,STOREBRAND BANK ASA,0,"array([34.15987715, 18.92809771])"
1681,0,,1438,Eva Kristine Schei,2,"array([35.27486509, 18.08850577])"
1682,0,,1873,Hans- Petter Salvesen,1,"array([32.88570703, 18.37906632])"
1683,0,,2054,Heidi Storruste,2,"array([35.15014577, 19.86291071])"
1684,0,,2182,Ida Helliesen,2,"array([35.51343371, 18.99123021])"
1685,0,,2192,Idar Kreutzer,1,"array([34.47527227, 17.5744741 ])"
1686,0,,3512,Maalfrid Brath,2,"array([33.38894964, 20.10057091])"
1687,0,,4136,Ole Thoralf Ruud,1,"array([33.55768738, 17.69045932])"
1688,0,,4568,Roar Thoresen,1,"array([34.29127851, 20.28649037])"
1689,0,,4894,Stein Wessel-Aas,1,"array([32.87796534, 19.31780503])"
1690,991853545,0250 OSLO,335,STOREBRAND INFRASTRUKTUR ASA,0,"array([ 30.22745344, -29.27761338])"
1691,0,,2389,Jan Erik Saugestad,1,"array([ 31.27241649, -28.97904246])"
1692,0,,3124,Klaus-Anders Nysteen,1,"array([ 29.83032129, -30.26885688])"
1693,0,,5544,Trine Birgitte Waag,2,"array([ 29.52865674, -28.48306626])"
1694,988603228,0250 OSLO,336,STOREBRAND INSTITUSJONELL INVESTOR ASA,0,"array([29.19841324,  3.0440682 ])"
1695,0,,2726,Jon Terje Øverland,1,"array([30.36008866,  3.60743512])"
1696,0,,3291,Lars Even Moe,1,"array([29.93738646,  2.20888685])"
1697,0,,4816,Siv Blanca Børge-Ask,2,"array([27.54920534,  2.68285743])"
1698,989183001,0114 OSLO,337,STOREBRAND OPTIM&Eacute;R ASA,0,"array([25.07757079,  3.18300582])"
1699,0,,74,Åmund Tobias Lunde,1,"array([26.23718228,  2.67832033])"
1700,988603252,0250 OSLO,338,STOREBRAND PRIVAT INVESTOR ASA,0,"array([28.91373271,  1.72257321])"
1701,0,,1792,Gustav Heiberg Simonsen,1,"array([29.7401385,  0.7520127])"
1702,943112339,6230 SYKKYLVEN,339,Storfjordsambandet ASA,0,"array([-0.44316356, 37.98543738])"
1703,0,,201,Anne Berit Tryggestad,2,"array([ 0.66648137, 38.37027048])"
1704,0,,1507,Frank Edvard Sve,1,"array([-1.10720676, 37.00568168])"
1705,0,,1691,Greta Remø Klokk,2,"array([-0.4917861 , 39.13274582])"
1706,0,,2424,Jan Kåre Aurdal,1,"array([ 0.28022395, 37.08083007])"
1707,0,,4003,Oddmund Langlo,1,"array([-1.56140203, 38.31521235])"
1708,959847789,5257 KOKSTAD,340,SUNKOST ASA,0,"array([  9.07237462, -29.98667772])"
1709,0,,1362,Erik Ola Moe,1,"array([  9.18687696, -28.82677594])"
1710,0,,1714,Gry Ingunn Flataker,2,"array([  8.01394485, -29.42901145])"
1711,0,,3953,Nordis Vik Olausson,1,"array([  9.3968242 , -31.13934509])"
1712,0,,4955,Stig Andreas Dalen,1,"array([  8.13898265, -30.72846154])"
1713,875778722,1414 TROLL&Aring;SEN,341,SYNN&Oslash;VE FINDEN ASA,0,"array([-7.12214757, -8.18137226])"
1714,0,,255,Anne Mette Hoel,2,"array([-6.3751933 , -8.90940357])"
1715,0,,1710,Gro Myking,2,"array([-7.76152158, -9.27748887])"
1716,0,,5074,Svein Sundsbø,1,"array([-8.380718  , -8.46952894])"
1717,928661970,1366 LYSAKER,342,Tandberg ASA,0,"array([-6.37546668, 15.65643568])"
1718,0,,2060,Helen Bistrup Karlsen,2,"array([-7.17274248, 16.5387226 ])"
1719,0,,2370,Jan Christian Waldrop Opsahl,1,"array([-7.55454316, 15.59169712])"
1720,0,,2756,Jørgen Ole Haslestad,1,"array([-4.97175649, 15.10519945])"
1721,928661881,0579 OSLO,343,TANDBERG DATA ASA,0,"array([-22.44108419,  35.92104659])"
1722,0,,1723,Gudmundur Einarsson,1,"array([-23.3042926 ,  36.67017746])"
1723,0,,4382,Per Ove Nerland,1,"array([-22.19844396,  36.89188609])"
1724,985728720,1366 LYSAKER,344,TANDBERG STORAGE ASA,0,"array([-4.12669443,  6.4667399 ])"
1725,0,,5602,Trude Malterud,2,"array([-3.19848905,  6.98373373])"
1726,983335837,9018 TROMS&Oslash;,345,TECHNOR ENERGY ASA,0,"array([-39.96160695,  18.92928661])"
1727,0,,1220,Eivind Johan Steinholt,1,"array([-38.78900553,  19.16574609])"
1728,0,,1662,Gerd Solem,2,"array([-41.04794891,  19.39415869])"
1729,0,,3074,Kjell Otto Sebergsen,1,"array([-39.81486362,  20.08563949])"
1730,0,,3128,Knut-Harald Paulsen,1,"array([-40.76837568,  18.05810687])"
1731,0,,5708,Wenche Helene Kaspersen,2,"array([-39.40889251,  17.92260783])"
1732,964750882,1366 LYSAKER,346,TECO MARITIME ASA,0,"array([20.84156558,  9.08512528])"
1733,0,,1443,Eva Margrete Holt Kristensen,2,"array([22.13798203,  9.84484144])"
1734,0,,2594,Johan Fredrik Friis,1,"array([21.69431145,  8.1716297 ])"
1735,0,,5432,Tore Enger,1,"array([22.36441002,  8.94093424])"
1736,977249287,1396 BILLINGSTAD,347,TELECOMPUTING ASA,0,"array([10.84903184,  3.81497079])"
1737,0,,1436,Eva Katarina Teresia Johansson,2,"array([10.69042877,  4.77109849])"
1738,982463718,1331 FORNEBU,348,TELENOR ASA,0,"array([-10.09022489,   7.30763365])"
1739,0,,3474,Liselott Kilaas,2,"array([-10.32398799,   8.37882172])"
1740,0,,4082,Olav Volldal,1,"array([-11.31627197,   8.11462708])"
1741,0,,4251,Paul Assar Bergkvist,1,"array([-10.90051302,   6.38247892])"
1742,985968098,0250 OSLO,349,TELIO HOLDING ASA,0,"array([ -2.20237633, -38.50427917])"
1743,0,,312,Aril Resen,1,"array([ -1.987101  , -39.66729293])"
1744,0,,1365,Erik Osmundsen,1,"array([ -3.08625452, -37.67668975])"
1745,0,,2278,Ingrid Simunic,2,"array([ -3.2701433 , -39.03894326])"
1746,0,,3670,Marit Wetterhus,2,"array([ -1.010872 , -38.6663185])"
1747,0,,4538,Richard Philip Kosowsky,1,"array([ -1.68323601, -37.44555123])"
1748,983173950,8850 HER&Oslash;Y,350,TERMAR SEA FARM ASA,0,"array([-3.87422515e-02,  4.86183144e+01])"
1749,0,,77,Anders-Preben Tengs,1,"array([ 0.54658609, 47.46974459])"
1750,0,,630,Berit Forsbakk,2,"array([-1.03395565, 49.41269223])"
1751,0,,2609,Johannes Buhagen,1,"array([-1.26010971, 48.29865571])"
1752,0,,3034,Kjell Dahl,1,"array([ 0.95174347, 49.44346275])"
1753,0,,3260,Laimonis Richards Alexanders Jaucis,1,"array([-4.39690276e-02,  4.99046770e+01])"
1754,0,,4818,Siv Buhagen,2,"array([ 1.22784625, 48.34929294])"
1755,0,,5026,Svein Dahl,1,"array([-0.57730988, 47.44136642])"
1756,976201280,0349 OSLO,352,TEXAS INSTRUMENTS NORWAY ASA,0,"array([34.29961726,  4.81320499])"
1757,0,,423,Arthur Leon George Jr,1,"array([33.84253107,  5.74123418])"
1758,0,,2179,Ian William Caxton Spencer,1,"array([35.34092   ,  4.65814256])"
1759,0,,3739,Merethe Nordhelle Jørgensen,2,"array([33.66410914,  3.98665038])"
1760,976695372,1383 ASKER,353,TGS NOPEC GEOPHYSICAL COMPANY ASA,0,"array([-2.5747667 , 17.30731044])"
1761,0,,372,Arne Kristian Mæland,1,"array([-2.17970799, 18.28811466])"
1762,0,,1038,Claus Kampmann,1,"array([-3.23385821, 18.36795834])"
1763,0,,1258,Elisabeth Harstad,2,"array([-3.15016686, 15.93867601])"
1764,0,,2129,Henry Haywood Hamilton,1,"array([-3.65896054, 17.39329741])"
1765,889186232,0255 OSLO,354,THIN FILM ELECTRONICS ASA,0,"array([ 21.22724739, -18.36917888])"
1766,0,,2952,Katarina Elisabeth Segerborg,2,"array([ 22.40256848, -18.68779447])"
1767,0,,4459,Pia Catarina Thomasdotter Göthe,2,"array([ 22.02258636, -17.45294625])"
1768,0,,4633,Rolf Knut Lennart Åberg,1,"array([ 20.72869585, -17.31711044])"
1769,0,,5737,William Raymond Salaneck,1,"array([ 21.39113638, -19.52107255])"
1770,912423921,5009 BERGEN,355,TIDE ASA,0,"array([-24.08560702, -11.4715891 ])"
1771,0,,1327,Erik Eik,1,"array([-24.42414262, -12.88494935])"
1772,0,,2942,Karstein Bremnes,1,"array([-25.40453309, -10.96836937])"
1773,0,,3536,Magne Revheim,1,"array([-25.12306463, -11.96071714])"
1774,0,,3551,Magny Hilda Øvrebø,2,"array([-23.49696021, -12.46332744])"
1775,0,,4512,Reidar Christian Lien,1,"array([-23.34810709, -10.71749512])"
1776,0,,4912,Steinar Madsen,1,"array([-24.50768816, -10.30180508])"
1777,927124238,1385 ASKER,356,TOMRA SYSTEMS ASA,0,"array([22.41441218, 14.20788168])"
1778,0,,145,Aniela Gabriela Gjøs,2,"array([23.61261217, 13.98813176])"
1779,0,,783,Bjørn Margido Wiggen,1,"array([23.22337434, 15.13179556])"
1780,0,,2760,Jørgen Randers,1,"array([23.64830614, 12.32019843])"
1781,916819927,8905 BR&Oslash;NN&Oslash;YSUND,357,TORGHATTEN ASA,0,"array([26.83524225, 21.34640467])"
1782,0,,194,Anne-Lise Strand,2,"array([27.81254248, 21.35369577])"
1783,0,,530,Audhild Bang Rande,2,"array([25.97390615, 22.66329461])"
1784,0,,536,Audun Ludvig Olsen,1,"array([25.76870234, 21.69163575])"
1785,0,,862,Brynjar Einvik,1,"array([28.53103822, 21.97359995])"
1786,0,,1128,Edmun Agnar Skjelsvik,1,"array([26.85844516, 20.22969224])"
1787,0,,1454,Evall Richard Moe,1,"array([27.95554293, 22.76407985])"
1788,0,,1505,Frank Bjørnar Ebbesen,1,"array([26.89151928, 23.14848013])"
1789,0,,1779,Gunvald Mathisen,1,"array([27.83665482, 20.16365685])"
1790,0,,3573,Margith Alise Enge Moen,2,"array([27.16662469, 22.28384706])"
1791,0,,4841,Solveig Johanne Busch Svendsen,2,"array([28.57357531, 20.87251125])"
1792,986031855,6900 FLOR&Oslash;,358,TOTAL ENERGI ASA,0,"array([-27.74329679, -19.60332831])"
1793,0,,2299,Irene Lindhjem Grytnes,2,"array([-27.26084699, -20.58151814])"
1794,0,,2577,Jo Børre Eikås,1,"array([-27.21578036, -18.68329701])"
1795,0,,4502,Randi Helene Førsund,2,"array([-28.75723344, -19.3267931 ])"
1796,985770964,0186 OSLO,359,TRACETRACKER INNOVATION ASA,0,"array([-6.38039731, 37.11943605])"
1797,0,,554,Barbara Ofstad,2,"array([-6.43590839, 35.73320836])"
1798,0,,965,Chee Yen Low,2,"array([-5.1687292 , 37.74999988])"
1799,0,,966,Cher Yew Ng,2,"array([-7.73467928, 36.93286298])"
1800,0,,1383,Erkki Jukka Tapani Mäkinen,1,"array([-7.5571387 , 37.85905979])"
1801,0,,2174,Hussain Darawati,2,"array([-5.88249121, 38.37430957])"
1802,0,,2817,Jukka Ville Jokinen,1,"array([-5.54814895, 36.02777131])"
1803,0,,3163,Knut Jørstad,1,"array([-6.80946936, 38.4128673 ])"
1804,0,,4102,Ole Henning Fredriksen,1,"array([-5.03202483, 36.8335628 ])"
1805,0,,4741,Siew Khim Yar,2,"array([-7.31037322, 36.10845891])"
1806,932142104,5147 FYLLINGSDALEN,360,TTS MARINE ASA,0,"array([ 15.34928827, -25.66186917])"
1807,0,,673,Birger Skeie,1,"array([ 14.75054143, -26.69484963])"
1808,0,,3101,Kjerstin Fyllingen,2,"array([ 16.10388279, -26.57771828])"
1809,0,,3920,Nils Olav Aardal,1,"array([ 14.17994132, -25.46632039])"
1810,980489876,6065 ULSTEINVIK,361,ULSTEIN GROUP ASA,0,"array([18.68319646, 22.70737329])"
1811,0,,1865,Hanne Notøy,2,"array([19.41647903, 23.38057615])"
1812,0,,2193,Idar Lars Ulstein,1,"array([18.68612884, 24.24054673])"
1813,0,,2258,Ingerid Ulstein,2,"array([20.28750408, 22.96617761])"
1814,0,,5082,Sveinung Andreas Flem,1,"array([17.8861221 , 23.40500589])"
1815,0,,5468,Tore Ulstein,1,"array([19.8023729 , 24.18183613])"
1816,0,,5496,Torill Muren,2,"array([19.58914336, 22.0350795 ])"
1817,990853673,1324 LYSAKER,362,UMOE BIOENERGY ASA,0,"array([-5.72909607, -4.81975916])"
1818,0,,179,Anna Maria Carolo Marchesi Carbone,2,"array([-4.7973872, -5.8095581])"
1819,0,,3790,Mona Winn Katigbak,2,"array([-6.56683929, -5.86150163])"
1820,0,,4028,Øivind Jørgen Godaker Risberg,1,"array([-4.59272154, -4.77232397])"
1821,0,,4266,Paulo Avelino De Souza Costa,1,"array([-6.78110122, -4.7906698 ])"
1822,0,,5700,Viviane Maria Bonini Carolo,2,"array([-5.67862371, -6.26178933])"
1823,983336027,0278 OSLO,363,UNISON FORSIKRING ASA,0,"array([-26.00667954,  13.97014651])"
1824,0,,2369,Jan Christian Gruner Sundt,1,"array([-26.62304126,  15.00284807])"
1825,0,,4419,Peter Martin Anker,1,"array([-27.24161991,  14.14736658])"
1826,979312520,0484 OSLO,364,UNISYS VERICOM ASA,0,"array([32.89690351, 14.02932491])"
1827,0,,2319,Ivar Olsen,1,"array([31.92692525, 13.86898069])"
1828,0,,3707,Mary Kay Gould,2,"array([33.89792002, 14.18689814])"
1829,991464875,4006 STAVANGER,365,VAAGEN ASSET MANAGEMENT ASA,0,"array([ 35.36710536, -12.5106339 ])"
1830,0,,1976,Harald Lunde,1,"array([ 34.20153544, -12.16551924])"
1831,0,,2006,Håvard Farseth Ramstad,1,"array([ 34.48022084, -13.34512846])"
1832,0,,2196,Ina Eldøy,2,"array([ 35.65721068, -13.69750912])"
1833,0,,3156,Knut Haukland,1,"array([ 36.55435384, -12.85322257])"
1834,0,,3172,Knut Ola Evensen,1,"array([ 35.06995041, -11.30201729])"
1835,0,,4485,Ragny Bergesen,2,"array([ 36.25400779, -11.66212419])"
1836,917103801,0278 OSLO,366,Veidekke ASA,0,"array([-14.37166835,  50.95392837])"
1837,0,,1684,Gøte Gunnar Emanuel Dahlin,1,"array([-14.44291253,  49.71820995])"
1838,0,,2151,Hilde Merete Aasheim,2,"array([-13.33419117,  50.26681228])"
1839,0,,2564,Jette Wigand Knudsen,2,"array([-14.29390864,  52.1847998 ])"
1840,0,,2872,Kari Gjesteby,2,"array([-15.41668067,  51.61856003])"
1841,0,,3696,Martin Mæland,1,"array([-13.25132971,  51.51237127])"
1842,0,,4268,Peder Christian Løvenskiold,1,"array([-15.47346769,  50.36840667])"
1843,986144706,0170 OSLO,367,VERDIBANKEN ASA,0,"array([38.38322454, -3.56048122])"
1844,0,,620,Bente Thomassen,2,"array([38.73945848, -4.78220652])"
1845,0,,1989,Harald Solberg,1,"array([37.64465645, -4.61181686])"
1846,0,,2261,Ingjerd Juel Ingeborgrud,2,"array([39.4871446 , -2.93945925])"
1847,0,,3047,Kjell Hande,1,"array([37.5177181 , -2.62323909])"
1848,0,,3342,Lars Rise,1,"array([39.56933272, -4.04337594])"
1849,0,,3469,Lise Graaten,2,"array([37.1094942 , -3.65866046])"
1850,0,,4900,Steinar Eikeland,1,"array([38.56273018, -2.29838754])"
1851,985140421,0185 OSLO,368,VERDIPAPIRSENTRALEN ASA,0,"array([-20.33683047,  17.85486669])"
1852,0,,237,Anne Johnsrud Hagen,2,"array([-20.96623295,  19.16933999])"
1853,0,,531,Audun Bø,1,"array([-20.03528248,  19.21631093])"
1854,0,,1739,Gunn Oland,2,"array([-19.3339003 ,  18.48558297])"
1855,0,,2998,Kim Dobrowen,1,"array([-21.45262406,  17.63821119])"
1856,0,,3147,Knut Erik Robertsen,1,"array([-21.68133523,  18.56251381])"
1857,986274685,0459 OSLO,369,VERTICAL GROUP ASA,0,"array([-13.89136657,   0.34833477])"
1858,0,,1058,Dag Herland Honningsvåg,1,"array([-14.94445454,   0.2160609 ])"
1859,0,,4445,Petter Kleppe,1,"array([-14.77553078,  -0.79669231])"
1860,0,,4984,Stig Torvund,1,"array([-13.73637011,  -0.82404128])"
1861,985573913,0254 OSLO,370,VIA TRAVEL GROUP ASA,0,"array([ 1.3796555 , 27.21432591])"
1862,0,,1120,Ditlev Gustav Wedell-Wedellsborg,1,"array([ 2.48532738, 27.33012305])"
1863,0,,1569,Frode Strand-Nielsen,1,"array([ 1.49043868, 28.29735131])"
1864,0,,2199,Indra Maria Åsander,2,"array([ 0.40743664, 28.18771437])"
1865,0,,5646,Ulrika Dellby,2,"array([ 0.31751412, 27.04315984])"
1866,989183613,0250 OSLO,371,VIKING DRILLING ASA,0,"array([21.26360899, 41.72779115])"
1867,0,,969,Christen Sveaas,1,"array([20.31761231, 42.59917779])"
1868,0,,1572,Frode Teigen,1,"array([21.44201082, 42.88192519])"
1869,0,,3214,Kristin Gjertsen,2,"array([22.04033728, 40.81717331])"
1870,980344215,4020 STAVANGER,372,VIKING FOTBALL ASA,0,"array([18.1612255,  7.95612  ])"
1871,0,,208,Anne Brit Sandberg,2,"array([18.31979292,  6.77869379])"
1872,0,,1262,Elisabeth Line Saupstad,2,"array([19.68543918,  7.7655304 ])"
1873,0,,1477,Finn Einar Krogh,1,"array([19.20953688,  7.00170793])"
1874,0,,4132,Ole Rugland,1,"array([17.1454699 ,  7.52100371])"
1875,0,,5635,Ulf Karlsen,1,"array([19.08171676,  8.51054157])"
1876,0,,5718,Wenche Skorge,2,"array([17.30448809,  8.46835641])"
1877,990648514,5003 BERGEN,373,VITAL EIENDOMSFOND ASA,0,"array([  2.67460039, -20.83429874])"
1878,914782007,5147 FYLLINGSDALEN,374,VITAL FORSIKRING ASA,0,"array([-10.58070874,  10.55434045])"
1879,0,,925,Cathrine Klouman,2,"array([-11.27764448,   9.7121917 ])"
1880,0,,3288,Lars Erik Rosén,1,"array([-10.66740201,  11.60603696])"
1881,0,,4643,Rolf Rønning,1,"array([-11.91126247,  10.4047345 ])"
1882,0,,4691,Rune Bjerke,1,"array([-9.63903066, 10.44407812])"
1883,0,,5307,Tom Grøndahl,1,"array([-11.69132124,  11.35273729])"
1884,980067645,0272 OSLO,375,VOSS OF NORWAY ASA,0,"array([-23.9826081 ,  22.44854518])"
1885,0,,360,Arne Hjeltnes,1,"array([-23.4878481 ,  23.51329433])"
1886,0,,1433,Eva Elisabet Kempe Forsberg,2,"array([-24.55349675,  23.76955686])"
1887,0,,3511,M Hadley Mullin,2,"array([-25.11862695,  22.0184496 ])"
1888,0,,4570,Robert Andreas Boqvist,1,"array([-25.32166574,  23.07609746])"
1889,817244742,5700 VOSS,376,Voss Veksel- og Landmandsbank ASA,0,"array([ -6.70388574, -32.49039962])"
1890,0,,113,Anders Ullestad,1,"array([ -6.9863497 , -33.77783752])"
1891,0,,473,Åse Karin Tennebekk,2,"array([ -5.99780182, -33.64901114])"
1892,0,,712,Bjørg Knapstad,2,"array([ -5.56512047, -31.8037878 ])"
1893,0,,1072,Dagfinn Gjøstein,1,"array([ -7.82903227, -33.19871998])"
1894,0,,2608,Johanna Reidun Sølvberg,2,"array([ -7.38026899, -31.35694739])"
1895,0,,2792,Jorunn Lødemel,2,"array([ -5.41149044, -32.81754552])"
1896,0,,3313,Lars Kvarekval,1,"array([ -7.98076558, -32.19840365])"
1897,0,,3955,Norvald Fretheim,1,"array([ -6.39365824, -31.17935844])"
1898,977097878,0250 OSLO,377,WEGA OIL ASA,0,"array([-13.00873573, -11.98363103])"
1899,0,,2403,Jan Haudemann-Andersen,1,"array([-13.89575698, -12.63002682])"
1900,979425252,6386 M&Aring;NDALEN,378,WENAAS HOTELS ASA,0,"array([47.46358684,  0.66890255])"
1901,0,,3352,Lars Wenaas,1,"array([46.40723252,  0.59984975])"
1902,0,,3434,Lillian Wenaas,2,"array([47.93596525,  1.62385939])"
1903,0,,5606,Trude Wenaas,2,"array([47.9628559 , -0.27517577])"
1904,930686344,1366 LYSAKER,379,WILH. WILHELMSEN ASA,0,"array([ 9.27179417, 34.03028971])"
