# source, target, tip_text
137,1696,The bacon is nice and crispy.
137,1696,Coffee. Eggs. Wheat toast.
137,1836,Get The Newman. Sopressata Salami & Sweet Italian Sausage on a white pie. Amazing.
138,139,Always good - always plenty. This place may be touristy but the locals love it too because it's awesome. Don't forget - cash only.
140,139,Had much better pastrami. Was dry. Harold's in NJ much better.
140,5105,Large soup costs more than a round trip subway ride to Brooklyn.
141,139,"The pastrami, corned beef, and beef tongue are all delicious (get them hot!)!"
141,1371,"If you like spicy, get the Pad Key Mao with mixed seafood. Om nom nom."
141,1778,"Get the porterhouse lambchops and the lobster\/oyster shooters. 'Nuff said."
141,3102,The fresh mozzarella pizza here is TO DIE FOR!
141,5087,"Steeven is a GREAT server! Very friendly, knowledgeable, and energetic!"
141,5087,Try the Shrimpin Dippin Broth---it's delish!
142,139,"Overpriced, overrated. But because it's so famous it may be with going to once in your life just to see what it's like and be stunned by the MOUNTAIN of food they pile on your plate."
142,3101,Love the lower level here!
142,3109,"Not big and it does get busy, but it's nowhere near as bad as the micro seatless SB with much bigger lines on 43rd Street and Bway!"
142,3395,"I'd much rather eat here than the overrated, overpriced Carnegie Deli nearby. The staff here at Park Cafe are warm and down to earth. I feel like I'm with family here."
142,3927,The tiramisu dessert here is heavenly and worth every penny
142,5115,My Italian ex-lover Giuliano lives right by here. I miss him and our coffee runs so much! Maybe we'll cross paths here and rekindle that summer 2010 passion someday. *sigh*
142,5813,VERY small location. You can barely walk and squeeze in there much of the time. Despite that the service here is definitely fast and efficient. The staff here are always been warm and pleasant to me.
143,144,Ocean and land app with bone marrow is amazing!
143,2317,EAT THE MUSSELS!!!!
143,4816,Don't go for brunch. Ridiculously slow and disorganized service and sub par food.
145,144,"Excellent wine list. And the \"
145,577,Radius beer is a great Belgian Saison-style beer.
145,693,Enjoyed the tempura and tempura soba noodles.
145,798,"The BLT Sandwich is amazing. The perfect softness, crispness, and quantity, on great soft bread."
145,820,Chai latte rocks.
145,1079,"Rocking chai. I've tried them so many places, but this is distinctly different, tasty, not too creamy, with a unique taste that I already love."
145,1387,"If you buy the wifi, don't log out. Regardless of how long you bought, logging out ends your wifi access."
145,1479,Spanking and Goji High smoothies are awesome.
145,1659,Lamb pie is delicious. Pair with a Greek beer.
145,1659,"Lamb burger is very good, perfect for lunch. Roasted vegetables and chicken platter is also good."
145,2078,"The Superbowl (three sides plus biscuit or bread) is huge, filling, and good. Mac and cheese is solid."
145,2094,Solid staple neighborhood place. Diverse menu. The salads are pretty solid if you want to be healthy.
145,2458,Browse through the pop culture magazines as you enjoy a waffle cone (any flavor).
145,2686,Chicken salad sandwich is delicious. Love the side salad with strawberries.
145,2697,A bit of NOLA in NYC. Love getting an Abita Amber. The crawfish broil in the summer is a fantastic event.
145,2755,"Small plates. Great, inventive, tasty. Loved the hush puppies, mushroom, corn."
145,2976,Hot Almond Bubble Tea is delicious.
145,3276,"Soy-less and chai-less, but still great."
145,3475,"Miso cob is amazing, definitely a must order. Branzini is fantastic. Cocktails are also good."
145,3541,"Peanut Black tea, cold, is ridiculously great."
145,3784,Salmon is great. Definitely recommended.
145,3819,"They have a sitar player! (And good, inexpensive food.)"
145,3985,Inexpensive. Quick. Good. What else do you want?
145,4023,"Lattes are great. Long lines go fast, but give plenty of time to enjoy the place and run into neighborhood characters from a different era."
145,4499,"$15 credit card minimum, just so you know."
145,4508,"If you have a hankering for a pulled pork sandwich, look elsewhere."
145,4663,"Great coffee, solid chai. The PB&J on baguette (on the counter) is a perfect little snack. Great bench inside and outside to watch Soho saunter and stagger by. My fav."
145,4794,"Chai is... decent. Get the coffee, much better."
145,4904,Dark. Warm. Friendly. Great neighborhood bar.
145,5212,My favorite: the Spanish Latte.
145,5455,Avocado toast is delicious. Get it with hard boiled eggs if soft eggs aren't your thing.
145,5664,"Frsh made juices are great. Choose your own, or let him come up with something for you."
146,147,"Village Voice is excited to have Mama's Food Shop at the 2012 ChoiceEats food fest! Full list of restaurants here: http:\/\/ow.ly\/8QjDQ"
146,181,"Village Voice is excited to have Doughnut Plant at the 2012 ChoiceEats food fest! Full list of restaurants here: http:\/\/ow.ly\/8QjDQ"
146,203,Winner of Best Use of Habanero in the Village Voice 2011 Best Of issue! The habanero grapefruit marg will make you forget you're drinking tequila.
146,235,Winner of Best Brewpub in the Village Voice 2011 Best Of issue! They take limited city space and make an impressive array of craft brews.
146,259,"We love the Vegetarian Platter \u2013 3 dishes with tahini dressed salad is the perfect lunch time treat."
146,286,"Elegant evocations of regional Mexican fare, from the legendary mole known as manchamanteles (\"
146,457,The Village Voice voted this Best Bar for Modelizers in our Best Of New York Poll!
146,471,"Winner of Best Use of Watercress in the Village Voice 2011 Best Of issue! Salad? Deep fry it, please! We love the fried watercress salad."
146,471,Winner of Best Thai in the Village Voice 2011 Best Of issue! Order the dark version of the beef tendon soup - it will be laced with blood!
146,503,Winner of Best Fish and Chips in the Village Voice 2011 Best Of issue! Get the mushy peas as a side - far more delicious than the name would suggest.
146,512,Winner of Best Belgian in the Village Voice 2011 Best Of issue! Look out for little Tin-Tin comics posted throughout the establishment.
146,577,"Brooklyn Brewery will be sampling beer Oct.15 at The Village Voice's Brooklyn Pour Craft Beer Festival! Check out more info at our website: http:\/\/ow.ly\/6nNID"
146,592,"Gray's Papaya's Hot Dog voted #4 on The Village Voice's 10 Best LateNight Eats in New York City: http:\/\/bit.ly\/y8CSci"
146,715,"Get the eggplant parm-Seeds ooze out the sides, tomato sauce laps at the edges, cheese gums up the works, and the eggplant itself has dissolved into something unidentifiable deep in the sandwich. Mmm."
146,719,"Invariably, the oysters will be ice-cold and perfectly shucked, plunked down without ceremony -- a throwback to when oysters were an everyman food. All they need is a squirt of lemon"
146,719,"Get the New England clam chowder-dotted with chopped clams plus cubed potatoes and a whiff of bacon. The broad bowl comes sided with oyster crackers in unlimited numbers, in addition to a biscuit"
146,766,"Their Jambalaya with chicken and andouille sausage, Blackened Shrimp, and BBQ Pulled Pork were featured dishes at Choice Eats"
146,794,"Get katsudon w\/ miso soup-a nicely fried pork cutlet cut in strips, mired in an oniony egg omelet w\/ a salty tang, & deposited on a big bowl of white rice. Satisfying meal, & you'll be out in 15 mins"
146,806,They brought their famous Bubbe's Recipe sandwich to Choice Eats-Chopped Liver on Marble Rye.
146,840,The Village Voice voted this Best French Fries in our Best Of New York Poll!
146,851,Winner of Best Bagel in the Village Voice 2011 Best Of issue! Covering both sides in topping? Why doesn't everyone do this?
146,874,Winner of Best Steak House in the Village Voice 2011 Best Of issue! How can anyone compare with the mother of all steakhouses?
146,937,"French Roast's French Onion Soup voted #2 on The Village Voice's 10 Best Late Night Eats in New York City: http:\/\/bit.ly\/y8CSci"
146,1013,The Village Voice voted this Best Restaurant Most Like a Nightclub in our Best Of New York Poll!
146,1014,"Indulge in the meatball sandwich at Veselka. Filled with pork & beef-based meatballs, topped with mushroom gravy on a challah baguette. Yum!"
146,1014,"Veselka's Ukrainian Meatball Hero voted #9 on The Village Voice's 10Best Late Night Eats in New York City: http:\/\/bit.ly\/w33HqB"
146,1077,"Kum Gang Sun's Seafood Pancake voted #10 on The Village Voice's 10Best Late Night Eats in New York City: http:\/\/bit.ly\/w33HqB"
146,1108,The Village Voice voted this Best Non-Touristy Jazz Club Remaining in Midtown in our Best Of New York Poll!
146,1119,The Village Voice voted this Best Restaurant Bar in our Best Of New York Poll!
146,1160,"For Choice Eats, they brought lasagna and the crowd went wild. It's that good."
146,1160,"Village Voice is excited to have Max at the 2012 ChoiceEats food fest! Full list of restaurants here: http:\/\/ow.ly\/8QjDQ"
146,1160,They served Lasagna with beef and homemade bechamel at Choice Eats 2009- simple but delicious!
146,1190,"This Choice Eats attendee brought Spring Chowder: cucumber-scented chowder with mussels, clams, and shrimp finished with an herb pistou. It was a big hit!"
146,1224,"Cowgirl's chicken fried steak is exemplary in every way-it's something of a culinary miracle. Underneath is a mound of mashed potatoes, which is the proper accompaniment"
146,1304,The Village Voice voted this Best Fast-Food Restaurant That Is Also a Nightclub for Some Reason in our Best Of New York Poll!
146,1380,"The Shake Shack cheeseburger is a classic of Americana in the heart of NYC-a compact patty of juicy, medium-cooked meat plied w. lettuce, tomato, onion, & pickle, slotted neatly into a squishy bun"
146,1380,Winner of Best Drive-In in the Village Voice 2011 Best Of issue! The closest thing you'll get in a city where no one drives.
146,1399,"Bubby's Griddle Breakfast voted #5 on The Village Voice's 10 Best LateNight Eats in New York City: http:\/\/bit.ly\/GzqeQx"
146,1415,Their Traditional Australian Mutton Stew was a featured dish at Choice Eats!
146,1448,"There's something for everyone at Morell Wine Bar -- they have over 2,000 wines available to choose from!"
146,1448,Winner of Best Wine List in the Village Voice 2011 Best Of issue! Ask your server for pairing suggestion from their selection of small plates.
146,1462,Winner of Best Moroccan in the Village Voice 2011 Best Of issue!
146,1468,Winner of Best Tapas in the Village Voice 2011 Best Of issue! Pair fried chickpeas with smoked paprika with a glass of Spanish red.
146,1479,Winner of Best Patio Dining in the Village Voice 2011 Best Of issue! The back garden and surprisingly delicious raw food make it an urban oasis.
